Child_Term,Parent_Term,Relation
GO:0007029,GO:0006996,is_a
GO:0007010,GO:0006996,is_a
GO:0007005,GO:0006996,is_a
GO:0006996,GO:0071842,is_a
GO:0006997,GO:0006996,is_a
GO:2001020,GO:0080135,is_a
GO:2001020,GO:0006974,regulates
GO:0006973,GO:0019725,is_a
GO:0006973,GO:0071474,part_of
GO:0007231,GO:0007165,is_a
GO:0007231,GO:0071470,is_a
GO:0071475,GO:0071474,is_a
GO:0071475,GO:0042538,is_a
GO:0071475,GO:0071470,is_a
GO:0071475,GO:0009651,is_a
GO:0071474,GO:0071470,is_a
GO:0071474,GO:0006972,is_a
GO:0042538,GO:0009651,is_a
GO:0042538,GO:0006972,is_a
GO:0060275,GO:0042592,is_a
GO:0060275,GO:0051704,is_a
GO:0060275,GO:0042594,is_a
GO:0071218,GO:0035967,is_a
GO:0071218,GO:0035966,is_a
GO:0006986,GO:0035966,is_a
GO:0080135,GO:0050794,is_a
GO:0080135,GO:0080134,is_a
GO:0080135,GO:0033554,regulates
GO:0035967,GO:0071310,is_a
GO:0035967,GO:0035966,is_a
GO:0035967,GO:0033554,is_a
GO:0009267,GO:0031669,is_a
GO:0009267,GO:0042594,is_a
GO:0009267,GO:0033554,is_a
GO:0030968,GO:0007165,is_a
GO:0030968,GO:0006986,is_a
GO:0030968,GO:0035967,is_a
GO:0030968,GO:0033554,is_a
GO:0006974,GO:0033554,is_a
GO:0070370,GO:0034605,is_a
GO:0070370,GO:0009408,is_a
GO:0034605,GO:0033554,is_a
GO:0034605,GO:0009408,is_a
GO:0034599,GO:0070887,is_a
GO:0034599,GO:0033554,is_a
GO:0034599,GO:0006979,is_a
GO:0033194,GO:0006979,is_a
GO:0071470,GO:0071214,is_a
GO:0071470,GO:0033554,is_a
GO:0071470,GO:0006970,is_a
GO:0047484,GO:0080134,is_a
GO:0047484,GO:0006970,regulates
GO:0009651,GO:0006970,is_a
GO:0006972,GO:0006970,is_a
GO:0071454,GO:0071453,is_a
GO:0071454,GO:0070482,is_a
GO:0071454,GO:0033554,is_a
GO:0071454,GO:0006950,is_a
GO:0042631,GO:0070887,is_a
GO:0042631,GO:0042221,is_a
GO:0042631,GO:0009628,is_a
GO:0042631,GO:0031668,is_a
GO:0042631,GO:0033554,is_a
GO:0042631,GO:0006950,is_a
GO:0070417,GO:0009266,is_a
GO:0070417,GO:0033554,is_a
GO:0070417,GO:0006950,is_a
GO:0080134,GO:0048583,is_a
GO:0080134,GO:0006950,regulates
GO:0042594,GO:0031667,is_a
GO:0042594,GO:0006950,is_a
GO:0035966,GO:0010033,is_a
GO:0035966,GO:0006950,is_a
GO:0033554,GO:0051716,is_a
GO:0033554,GO:0006950,is_a
GO:0009408,GO:0009266,is_a
GO:0009408,GO:0006950,is_a
GO:0006979,GO:0042221,is_a
GO:0006979,GO:0006950,is_a
GO:0006970,GO:0009628,is_a
GO:0006970,GO:0006950,is_a
GO:0006952,GO:0006950,is_a
GO:0006950,GO:0050896,is_a
GO:0016320,GO:0048284,is_a
GO:0016320,GO:0090174,is_a
GO:0032889,GO:0033043,is_a
GO:0032889,GO:0007033,regulates
GO:0032889,GO:0042144,regulates
GO:0090174,GO:0006944,is_a
GO:0042144,GO:0007033,is_a
GO:0042144,GO:0006944,is_a
GO:0008053,GO:0048284,is_a
GO:0008053,GO:0007005,is_a
GO:0008053,GO:0006944,is_a
GO:0006944,GO:0016044,is_a
GO:0034642,GO:0051654,is_a
GO:0034642,GO:0030048,is_a
GO:0030050,GO:0051648,is_a
GO:0030050,GO:0030048,is_a
GO:0030048,GO:0030029,is_a
GO:0030048,GO:0006928,is_a
GO:0006928,GO:0009987,is_a
GO:0007018,GO:0007017,is_a
GO:0007018,GO:0006928,is_a
GO:0006916,GO:0048523,is_a
GO:0006916,GO:0012501,is_a
GO:0006916,GO:0042981,is_a
GO:0006916,GO:0006915,is_a
GO:0043065,GO:0048522,is_a
GO:0043065,GO:0012501,is_a
GO:0043065,GO:0042981,is_a
GO:0043065,GO:0006915,positively_regulates
GO:0042981,GO:0050794,is_a
GO:0042981,GO:0012501,regulates
GO:0042981,GO:0006915,regulates
GO:0006915,GO:0012501,is_a
GO:0034727,GO:0016237,is_a
GO:0000046,GO:0048284,is_a
GO:0000046,GO:0090174,is_a
GO:0000046,GO:0016236,part_of
GO:0000045,GO:0070925,is_a
GO:0000045,GO:0007033,is_a
GO:0000045,GO:0016236,part_of
GO:0016239,GO:0031667,is_a
GO:0016239,GO:0009991,is_a
GO:0016239,GO:0048584,is_a
GO:0016239,GO:0010647,is_a
GO:0016239,GO:0016241,is_a
GO:0016239,GO:0016236,positively_regulates
GO:0016239,GO:0010508,is_a
GO:0016241,GO:0031667,regulates
GO:0016241,GO:0009991,regulates
GO:0016241,GO:0048583,is_a
GO:0016241,GO:0010646,is_a
GO:0016241,GO:0080135,is_a
GO:0016241,GO:0016236,regulates
GO:0016241,GO:0010506,is_a
GO:0016242,GO:0031667,is_a
GO:0016242,GO:0031330,is_a
GO:0016242,GO:0009991,is_a
GO:0016242,GO:0048585,is_a
GO:0016242,GO:0010648,is_a
GO:0016242,GO:0016241,is_a
GO:0016242,GO:0016236,negatively_regulates
GO:0016242,GO:0010506,is_a
GO:0016242,GO:0006914,is_a
GO:0034517,GO:0006914,is_a
GO:0030242,GO:0007031,is_a
GO:0030242,GO:0006914,is_a
GO:0016237,GO:0010324,is_a
GO:0016237,GO:0006914,is_a
GO:0016236,GO:0012501,has_part
GO:0016236,GO:0009267,is_a
GO:0016236,GO:0006914,is_a
GO:0010508,GO:0031331,is_a
GO:0010508,GO:0010506,is_a
GO:0010508,GO:0006914,positively_regulates
GO:0010506,GO:0031329,is_a
GO:0010506,GO:0006914,regulates
GO:0006914,GO:0044248,is_a
GO:0000422,GO:0006914,is_a
GO:0051168,GO:0006913,is_a
GO:0046822,GO:0032386,is_a
GO:0046822,GO:0006913,regulates
GO:0051469,GO:0007033,part_of
GO:0051469,GO:0006906,is_a
GO:0048280,GO:0048193,part_of
GO:0048280,GO:0006906,is_a
GO:0048279,GO:0006906,is_a
GO:0048210,GO:0048193,part_of
GO:0048210,GO:0006906,is_a
GO:0031338,GO:0033043,is_a
GO:0031338,GO:0060627,is_a
GO:0031338,GO:0006906,regulates
GO:0048199,GO:0048193,part_of
GO:0048199,GO:0006903,is_a
GO:0048205,GO:0048199,part_of
GO:0048205,GO:0006901,is_a
GO:0048205,GO:0048193,part_of
GO:0048205,GO:0006900,is_a
GO:0070676,GO:0006900,is_a
GO:0006901,GO:0016050,is_a
GO:0006901,GO:0006900,part_of
GO:2000397,GO:0070086,regulates
GO:2000397,GO:0030100,is_a
GO:2000397,GO:0045807,is_a
GO:0048260,GO:0030100,is_a
GO:0048260,GO:0006898,regulates
GO:0048260,GO:0045807,is_a
GO:0070086,GO:0006897,is_a
GO:0030100,GO:0051128,is_a
GO:0030100,GO:0060627,is_a
GO:0030100,GO:0006897,regulates
GO:0006898,GO:0050789,is_a
GO:0006898,GO:0008150,is_a
GO:0006898,GO:0006897,is_a
GO:0006896,GO:0006892,is_a
GO:0006896,GO:0007034,is_a
GO:0006895,GO:0006892,is_a
GO:0006895,GO:0016197,is_a
GO:0006892,GO:0048193,is_a
GO:0006893,GO:0006892,is_a
GO:0006891,GO:0048193,is_a
GO:0006890,GO:0048193,is_a
GO:2000156,GO:0006890,regulates
GO:2000156,GO:0032386,is_a
GO:2000156,GO:0060627,is_a
GO:0048208,GO:0048199,part_of
GO:0048208,GO:0006901,is_a
GO:0048208,GO:0090114,part_of
GO:0048208,GO:0006888,part_of
GO:0090114,GO:0006888,part_of
GO:0090114,GO:0006900,is_a
GO:0006888,GO:0048193,is_a
GO:0060628,GO:0006888,regulates
GO:0060628,GO:0032386,is_a
GO:0060628,GO:0060627,is_a
GO:0006904,GO:0048278,is_a
GO:0006904,GO:0006887,part_of
GO:0043001,GO:0006893,is_a
GO:0043001,GO:0006886,is_a
GO:0033157,GO:0032386,is_a
GO:0033157,GO:0051223,is_a
GO:0033157,GO:0006886,regulates
GO:0032527,GO:0006886,is_a
GO:0030970,GO:0006886,is_a
GO:0051453,GO:0006885,is_a
GO:0051453,GO:0030004,is_a
GO:0006885,GO:0055067,is_a
GO:0007035,GO:0051453,is_a
GO:0007035,GO:0006885,is_a
GO:0033214,GO:0006879,is_a
GO:0006880,GO:0051235,is_a
GO:0006880,GO:0051651,is_a
GO:0006880,GO:0006879,part_of
GO:0030007,GO:0055067,is_a
GO:0030007,GO:0030004,is_a
GO:0030007,GO:0006875,is_a
GO:0010961,GO:0072503,is_a
GO:0010961,GO:0006875,is_a
GO:0006883,GO:0055067,is_a
GO:0006883,GO:0030004,is_a
GO:0006883,GO:0006875,is_a
GO:0006879,GO:0055072,is_a
GO:0006879,GO:0006875,is_a
GO:0006874,GO:0072503,is_a
GO:0006874,GO:0006875,is_a
GO:0072503,GO:0055080,is_a
GO:0072503,GO:0030003,is_a
GO:0030026,GO:0055080,is_a
GO:0030026,GO:0030003,is_a
GO:0030004,GO:0055067,is_a
GO:0030004,GO:0030003,is_a
GO:0006878,GO:0055080,is_a
GO:0006878,GO:0030003,is_a
GO:0006875,GO:0055080,is_a
GO:0006875,GO:0030003,is_a
GO:0042391,GO:0006873,is_a
GO:0006873,GO:0050801,is_a
GO:0006873,GO:0055082,is_a
GO:0030003,GO:0055080,is_a
GO:0030003,GO:0006873,is_a
GO:0032377,GO:0032368,is_a
GO:0032377,GO:0032386,is_a
GO:0032377,GO:0032365,regulates
GO:0032366,GO:0015918,is_a
GO:0032366,GO:0032365,is_a
GO:0015909,GO:0015908,is_a
GO:0045332,GO:0065008,is_a
GO:0045332,GO:0016044,is_a
GO:0045332,GO:0015914,is_a
GO:0045332,GO:0006869,is_a
GO:0015918,GO:0006869,is_a
GO:0015914,GO:0006869,is_a
GO:0015908,GO:0015718,is_a
GO:0015908,GO:0006869,is_a
GO:0031460,GO:0072337,is_a
GO:0031460,GO:0015838,is_a
GO:0015824,GO:0015804,is_a
GO:0015819,GO:0015802,is_a
GO:0015817,GO:0015802,is_a
GO:0015828,GO:0015801,is_a
GO:0015827,GO:0015801,is_a
GO:0072337,GO:0006865,is_a
GO:0015879,GO:0006865,is_a
GO:0015879,GO:0015838,is_a
GO:0015804,GO:0006865,is_a
GO:0015802,GO:0006865,is_a
GO:0015801,GO:0006865,is_a
GO:0006865,GO:0046942,is_a
GO:0006865,GO:0015837,is_a
GO:0015867,GO:0015865,is_a
GO:0001408,GO:0015865,is_a
GO:0015883,GO:0051182,is_a
GO:0015883,GO:0006862,is_a
GO:0015865,GO:0072530,is_a
GO:0015865,GO:0006862,is_a
GO:0006864,GO:0072531,is_a
GO:0006864,GO:0006862,is_a
GO:0042939,GO:0006857,is_a
GO:0042938,GO:0006857,is_a
GO:0016031,GO:0051031,is_a
GO:0016031,GO:0006839,is_a
GO:0016031,GO:0050658,is_a
GO:0006850,GO:0006848,is_a
GO:0006850,GO:0006839,is_a
GO:0006843,GO:0015746,is_a
GO:0006843,GO:0006839,is_a
GO:0000066,GO:0006865,is_a
GO:0000066,GO:0006839,is_a
GO:0034659,GO:0006835,is_a
GO:0006835,GO:0046942,is_a
GO:0015729,GO:0006835,is_a
GO:0006831,GO:0071577,is_a
GO:0006830,GO:0071577,is_a
GO:0006827,GO:0034755,is_a
GO:0000040,GO:0034755,is_a
GO:0060003,GO:0035434,is_a
GO:0015677,GO:0035434,is_a
GO:0015813,GO:0006865,is_a
GO:0015813,GO:0015711,is_a
GO:0015810,GO:0006865,is_a
GO:0015810,GO:0015711,is_a
GO:0015744,GO:0006835,is_a
GO:0015744,GO:0015711,is_a
GO:0006848,GO:0015718,is_a
GO:0006848,GO:0015711,is_a
GO:0006846,GO:0015718,is_a
GO:0006846,GO:0015711,is_a
GO:0015746,GO:0046942,is_a
GO:0015746,GO:0015711,is_a
GO:0015742,GO:0006835,is_a
GO:0015742,GO:0015711,is_a
GO:0015741,GO:0006835,is_a
GO:0015741,GO:0015711,is_a
GO:0001407,GO:0015711,is_a
GO:0015700,GO:0015698,is_a
GO:0015699,GO:0015698,is_a
GO:0008272,GO:0015698,is_a
GO:0006821,GO:0015698,is_a
GO:0000316,GO:0015698,is_a
GO:0006817,GO:0015698,is_a
GO:0010966,GO:0006817,regulates
GO:0010966,GO:0044070,is_a
GO:0006816,GO:0070838,is_a
GO:0070838,GO:0072511,is_a
GO:0070838,GO:0030001,is_a
GO:0015838,GO:0015695,is_a
GO:0015838,GO:0015837,is_a
GO:0015696,GO:0015695,is_a
GO:0006814,GO:0030001,is_a
GO:0006814,GO:0015672,is_a
GO:0006813,GO:0030001,is_a
GO:0006813,GO:0015672,is_a
GO:0035879,GO:0015718,is_a
GO:0035879,GO:0015711,is_a
GO:0035879,GO:0034220,is_a
GO:0097080,GO:0034220,is_a
GO:0071805,GO:0009987,is_a
GO:0071805,GO:0006813,is_a
GO:0071805,GO:0034220,is_a
GO:0035445,GO:0046713,is_a
GO:0035445,GO:0034220,is_a
GO:0034765,GO:0034762,is_a
GO:0034765,GO:0043269,is_a
GO:0034765,GO:0034220,regulates
GO:0015991,GO:0015992,is_a
GO:0015991,GO:0034220,is_a
GO:0072488,GO:0015696,is_a
GO:0072488,GO:0034220,is_a
GO:0006849,GO:0006848,is_a
GO:0006849,GO:0034220,is_a
GO:0035435,GO:0006817,is_a
GO:0035435,GO:0034220,is_a
GO:0070588,GO:0006816,is_a
GO:0070588,GO:0034220,is_a
GO:0035725,GO:0006814,is_a
GO:0035725,GO:0034220,is_a
GO:0046713,GO:0006820,is_a
GO:0044070,GO:0043269,is_a
GO:0044070,GO:0006820,regulates
GO:0015711,GO:0006820,is_a
GO:0015698,GO:0006820,is_a
GO:0072511,GO:0006812,is_a
GO:0030001,GO:0006812,is_a
GO:0015695,GO:0006812,is_a
GO:0015672,GO:0006812,is_a
GO:0015806,GO:0072337,is_a
GO:0015806,GO:0072348,is_a
GO:0015805,GO:0072337,is_a
GO:0015805,GO:0072530,is_a
GO:0015805,GO:0051182,is_a
GO:0015805,GO:0015858,is_a
GO:0015805,GO:0072348,is_a
GO:0042886,GO:0071705,is_a
GO:0015850,GO:0071702,is_a
GO:0015849,GO:0071702,is_a
GO:0015837,GO:0071705,is_a
GO:0015837,GO:0071702,is_a
GO:0008643,GO:0009758,has_part
GO:0008643,GO:0071702,is_a
GO:0006869,GO:0010876,part_of
GO:0006869,GO:0071702,is_a
GO:0072531,GO:0071705,is_a
GO:0072531,GO:0055085,is_a
GO:0072530,GO:0071705,is_a
GO:0072530,GO:0055085,is_a
GO:0035376,GO:0015918,is_a
GO:0035376,GO:0055085,is_a
GO:0034775,GO:0072337,is_a
GO:0034775,GO:0042939,is_a
GO:0034775,GO:0055085,is_a
GO:0034219,GO:0008643,is_a
GO:0034219,GO:0055085,is_a
GO:0090374,GO:0006839,is_a
GO:0090374,GO:0006857,is_a
GO:0090374,GO:0055085,is_a
GO:0051182,GO:0051181,is_a
GO:0015886,GO:0051181,is_a
GO:0015890,GO:0006862,is_a
GO:0015890,GO:0051181,is_a
GO:0030974,GO:0072348,is_a
GO:0030974,GO:0071705,is_a
GO:0030974,GO:0051181,is_a
GO:0030974,GO:0051180,is_a
GO:0015878,GO:0015718,is_a
GO:0015878,GO:0042886,is_a
GO:0015878,GO:0055085,is_a
GO:0015878,GO:0051181,is_a
GO:0015878,GO:0051180,is_a
GO:0061093,GO:0051128,is_a
GO:0061093,GO:0051129,is_a
GO:0061093,GO:0050794,is_a
GO:0061093,GO:0048523,is_a
GO:0061093,GO:0050789,is_a
GO:0061093,GO:0045332,regulates
GO:0061093,GO:0015914,is_a
GO:0061093,GO:0006869,is_a
GO:0061093,GO:0032368,is_a
GO:0061093,GO:0051051,is_a
GO:0045955,GO:0048523,is_a
GO:0045955,GO:0017157,is_a
GO:0045955,GO:0006887,is_a
GO:0045955,GO:0051051,is_a
GO:0034764,GO:0048522,is_a
GO:0034764,GO:0034762,is_a
GO:0034764,GO:0055085,positively_regulates
GO:0034764,GO:0051050,is_a
GO:0031340,GO:0010638,is_a
GO:0031340,GO:0031338,is_a
GO:0031340,GO:0006906,positively_regulates
GO:0031340,GO:0051050,is_a
GO:0045807,GO:0051130,is_a
GO:0045807,GO:0048522,is_a
GO:0045807,GO:0030100,is_a
GO:0045807,GO:0006897,positively_regulates
GO:0045807,GO:0051050,is_a
GO:0034762,GO:0050794,is_a
GO:0034762,GO:0055085,regulates
GO:0034762,GO:0051049,is_a
GO:0090372,GO:0015793,regulates
GO:0090372,GO:0051050,is_a
GO:0090372,GO:0051049,is_a
GO:0046324,GO:0015758,is_a
GO:0046324,GO:0051049,is_a
GO:0017157,GO:0060341,is_a
GO:0017157,GO:0060627,is_a
GO:0017157,GO:0006887,regulates
GO:0017157,GO:0051049,is_a
GO:0032368,GO:0006869,regulates
GO:0032368,GO:0051049,is_a
GO:0046967,GO:0046907,is_a
GO:0032386,GO:0060341,is_a
GO:0032386,GO:0051049,is_a
GO:0032386,GO:0046907,regulates
GO:0030473,GO:0007097,is_a
GO:0030473,GO:0007018,is_a
GO:0030473,GO:0046907,is_a
GO:0007034,GO:0046907,is_a
GO:0006913,GO:0046907,is_a
GO:0032365,GO:0006869,is_a
GO:0032365,GO:0046907,is_a
GO:0006839,GO:0046907,is_a
GO:0072318,GO:0051261,is_a
GO:0072318,GO:0016192,part_of
GO:0060627,GO:0050794,is_a
GO:0060627,GO:0051049,is_a
GO:0060627,GO:0016192,regulates
GO:0048278,GO:0022406,is_a
GO:0048278,GO:0016192,part_of
GO:0048193,GO:0046907,is_a
GO:0048193,GO:0016192,is_a
GO:0035494,GO:0043624,is_a
GO:0035494,GO:0016192,part_of
GO:0016197,GO:0046907,is_a
GO:0016197,GO:0016192,is_a
GO:0006906,GO:0048284,is_a
GO:0006906,GO:0016050,is_a
GO:0006906,GO:0006944,is_a
GO:0006906,GO:0016192,part_of
GO:0006903,GO:0051648,part_of
GO:0006903,GO:0051656,part_of
GO:0006903,GO:0051649,part_of
GO:0006903,GO:0009987,is_a
GO:0006903,GO:0016192,part_of
GO:0006900,GO:0016044,is_a
GO:0006900,GO:0016050,is_a
GO:0006900,GO:0016192,part_of
GO:0006897,GO:0010324,is_a
GO:0006897,GO:0016192,is_a
GO:0006887,GO:0032940,is_a
GO:0006887,GO:0016192,is_a
GO:0050657,GO:0015931,is_a
GO:0015858,GO:0015931,is_a
GO:0015851,GO:0055085,is_a
GO:0015851,GO:0015931,is_a
GO:0006862,GO:0015931,is_a
GO:0045117,GO:0015893,is_a
GO:0006855,GO:0055085,is_a
GO:0006855,GO:0015893,is_a
GO:0090089,GO:0042938,regulates
GO:0090089,GO:0006857,regulates
GO:0090089,GO:0051049,is_a
GO:0090089,GO:0015833,regulates
GO:0006857,GO:0015833,is_a
GO:0051224,GO:0051223,is_a
GO:0051224,GO:0051051,is_a
GO:0051224,GO:0015031,negatively_regulates
GO:0051223,GO:0045184,regulates
GO:0051223,GO:0032880,is_a
GO:0051223,GO:0051049,is_a
GO:0051223,GO:0015031,regulates
GO:0017038,GO:0015031,is_a
GO:0009306,GO:0032940,is_a
GO:0009306,GO:0015031,is_a
GO:0065002,GO:0006886,is_a
GO:0065002,GO:0055085,is_a
GO:0065002,GO:0015031,is_a
GO:0006886,GO:0034613,part_of
GO:0006886,GO:0046907,is_a
GO:0006886,GO:0015031,is_a
GO:0015992,GO:0015672,is_a
GO:0015992,GO:0006818,is_a
GO:0043269,GO:0051049,is_a
GO:0043269,GO:0006811,regulates
GO:0034220,GO:0055085,is_a
GO:0034220,GO:0006811,is_a
GO:0006820,GO:0006811,is_a
GO:0006812,GO:0006811,is_a
GO:0010765,GO:0006814,regulates
GO:0010765,GO:0030001,regulates
GO:0010765,GO:0043269,is_a
GO:0010765,GO:0051050,is_a
GO:0010765,GO:0006811,is_a
GO:0015671,GO:0006810,is_a
GO:0032940,GO:0051649,is_a
GO:0032940,GO:0009987,is_a
GO:0032940,GO:0006810,is_a
GO:0006833,GO:0006810,is_a
GO:0072348,GO:0006810,is_a
GO:0071705,GO:0019740,has_part
GO:0071705,GO:0006810,is_a
GO:0071702,GO:0015976,has_part
GO:0071702,GO:0006810,is_a
GO:0055085,GO:0009987,is_a
GO:0055085,GO:0006810,is_a
GO:0051181,GO:0006810,is_a
GO:0051180,GO:0006810,is_a
GO:0051051,GO:0048519,is_a
GO:0051051,GO:0051049,is_a
GO:0051051,GO:0006810,negatively_regulates
GO:0051050,GO:0048518,is_a
GO:0051050,GO:0051049,is_a
GO:0051050,GO:0006810,positively_regulates
GO:0051049,GO:0032879,is_a
GO:0051049,GO:0006810,regulates
GO:0046907,GO:0051649,is_a
GO:0046907,GO:0006810,is_a
GO:0016192,GO:0009987,is_a
GO:0016192,GO:0006810,is_a
GO:0015931,GO:0006810,is_a
GO:0015893,GO:0042493,part_of
GO:0015893,GO:0006810,is_a
GO:0015833,GO:0006810,is_a
GO:0015031,GO:0045184,is_a
GO:0015031,GO:0006810,is_a
GO:0006818,GO:0006810,is_a
GO:0006811,GO:0006810,is_a
GO:0006810,GO:0051234,is_a
GO:0000770,GO:0065008,is_a
GO:0000770,GO:0023052,is_a
GO:0000770,GO:0009987,is_a
GO:0000770,GO:0007154,is_a
GO:0000770,GO:0032940,is_a
GO:0000770,GO:0015833,is_a
GO:0000770,GO:0006810,is_a
GO:0006808,GO:0050789,is_a
GO:0006808,GO:0019740,regulates
GO:0019627,GO:0044281,is_a
GO:0019627,GO:0043603,is_a
GO:0019627,GO:0071941,is_a
GO:0072527,GO:0046483,is_a
GO:0072527,GO:0034641,is_a
GO:0072521,GO:0046483,is_a
GO:0072521,GO:0034641,is_a
GO:0044271,GO:0044249,is_a
GO:0044271,GO:0034641,is_a
GO:0044270,GO:0044248,is_a
GO:0044270,GO:0034641,is_a
GO:0043603,GO:0034641,is_a
GO:0042727,GO:0018130,is_a
GO:0042727,GO:0046483,is_a
GO:0042727,GO:0044271,is_a
GO:0042727,GO:0034641,is_a
GO:0044106,GO:0034641,is_a
GO:0044106,GO:0009308,is_a
GO:0009309,GO:0044271,is_a
GO:0009309,GO:0009308,is_a
GO:0009310,GO:0009056,is_a
GO:0009310,GO:0009308,is_a
GO:0042128,GO:0071941,is_a
GO:0042128,GO:0006807,is_a
GO:0071941,GO:0006807,is_a
GO:0051173,GO:0009893,is_a
GO:0051173,GO:0051171,is_a
GO:0051173,GO:0006807,positively_regulates
GO:0051171,GO:0019222,is_a
GO:0051171,GO:0006807,regulates
GO:0034641,GO:0044237,is_a
GO:0034641,GO:0006807,is_a
GO:0009308,GO:0006807,is_a
GO:0006807,GO:0019740,has_part
GO:0006807,GO:0008152,is_a
GO:0006805,GO:0071466,part_of
GO:0006805,GO:0044237,is_a
GO:0006801,GO:0072593,is_a
GO:0035303,GO:0019220,is_a
GO:0035303,GO:0016311,regulates
GO:0042325,GO:0019220,is_a
GO:0042325,GO:0016310,regulates
GO:0006798,GO:0044248,is_a
GO:0006798,GO:0006797,is_a
GO:0045937,GO:0031325,is_a
GO:0045937,GO:0019220,is_a
GO:0045937,GO:0006796,positively_regulates
GO:0019220,GO:0031323,is_a
GO:0019220,GO:0006796,regulates
GO:0016311,GO:0006796,is_a
GO:0016310,GO:0006796,is_a
GO:0006797,GO:0006796,is_a
GO:0006796,GO:0044237,is_a
GO:0006796,GO:0008150,is_a
GO:0070814,GO:0044272,is_a
GO:0070814,GO:0006790,is_a
GO:0044273,GO:0044248,is_a
GO:0044273,GO:0006790,is_a
GO:0044272,GO:0044249,is_a
GO:0044272,GO:0006790,is_a
GO:0042762,GO:0031323,is_a
GO:0042762,GO:0006790,regulates
GO:0018909,GO:0006805,is_a
GO:0018909,GO:0006790,is_a
GO:0006790,GO:0044237,is_a
GO:0006790,GO:0008150,has_part
GO:0048034,GO:0006783,is_a
GO:0048034,GO:0042168,is_a
GO:0019354,GO:0006783,is_a
GO:0019354,GO:0042168,is_a
GO:0006784,GO:0006783,is_a
GO:0006784,GO:0042168,is_a
GO:0006783,GO:0046148,is_a
GO:0006783,GO:0042168,is_a
GO:0006783,GO:0006779,is_a
GO:0042167,GO:0051187,is_a
GO:0042167,GO:0046700,is_a
GO:0042167,GO:0042440,is_a
GO:0042167,GO:0009056,is_a
GO:0042167,GO:0044270,is_a
GO:0042167,GO:0042168,is_a
GO:0042167,GO:0006778,is_a
GO:0006788,GO:0051187,part_of
GO:0006788,GO:0046700,is_a
GO:0006788,GO:0055114,is_a
GO:0006788,GO:0044270,is_a
GO:0006788,GO:0042168,is_a
GO:0006788,GO:0006778,part_of
GO:0042168,GO:0042440,is_a
GO:0042168,GO:0006778,is_a
GO:0006778,GO:0051186,is_a
GO:0006778,GO:0046483,is_a
GO:0006778,GO:0006807,is_a
GO:0006779,GO:0051188,is_a
GO:0006779,GO:0018130,is_a
GO:0006779,GO:0044271,is_a
GO:0006779,GO:0006778,is_a
GO:0070623,GO:0031326,is_a
GO:0070623,GO:0019222,is_a
GO:0070623,GO:0051171,is_a
GO:0070623,GO:0042762,is_a
GO:0070623,GO:0009228,regulates
GO:0009228,GO:0006772,is_a
GO:0009228,GO:0042724,is_a
GO:0042819,GO:0046483,is_a
GO:0042819,GO:0042364,is_a
GO:0042819,GO:0006767,is_a
GO:0009231,GO:0042727,is_a
GO:0009231,GO:0042364,is_a
GO:0009231,GO:0006767,is_a
GO:0009102,GO:0043604,is_a
GO:0009102,GO:0032787,is_a
GO:0009102,GO:0018130,is_a
GO:0009102,GO:0051186,is_a
GO:0009102,GO:0046483,is_a
GO:0009102,GO:0043603,is_a
GO:0009102,GO:0044272,is_a
GO:0009102,GO:0006790,is_a
GO:0009102,GO:0042364,is_a
GO:0009102,GO:0006767,is_a
GO:0009102,GO:0046394,is_a
GO:0042364,GO:0044283,is_a
GO:0042364,GO:0044249,is_a
GO:0042364,GO:0006767,is_a
GO:0006767,GO:0044281,is_a
GO:0006754,GO:0046034,is_a
GO:0006754,GO:0009206,is_a
GO:0046939,GO:0016310,is_a
GO:0046939,GO:0009117,is_a
GO:0009262,GO:0009117,is_a
GO:0009259,GO:0009117,is_a
GO:0009141,GO:0009117,is_a
GO:0009132,GO:0009117,is_a
GO:0009123,GO:0009117,is_a
GO:0006741,GO:0019359,is_a
GO:0006741,GO:0006739,is_a
GO:0006739,GO:0046496,is_a
GO:0006740,GO:0055114,is_a
GO:0006740,GO:0006739,is_a
GO:0006735,GO:0006734,is_a
GO:0006734,GO:0019674,is_a
GO:0006116,GO:0055114,is_a
GO:0006116,GO:0006734,is_a
GO:0046496,GO:0019362,is_a
GO:0019358,GO:0043173,is_a
GO:0019358,GO:0019363,is_a
GO:0019358,GO:0019362,is_a
GO:0019358,GO:0009165,is_a
GO:0042823,GO:0051186,is_a
GO:0042823,GO:0042819,is_a
GO:0042823,GO:0009108,is_a
GO:0019363,GO:0018130,is_a
GO:0019363,GO:0044271,is_a
GO:0019363,GO:0019362,is_a
GO:0019363,GO:0009108,is_a
GO:0019363,GO:0009165,is_a
GO:0015937,GO:0015936,is_a
GO:0015937,GO:0009108,is_a
GO:0046654,GO:0009396,is_a
GO:0046654,GO:0006760,is_a
GO:0009396,GO:0009108,is_a
GO:0009396,GO:0006760,is_a
GO:0009396,GO:0042559,is_a
GO:0006744,GO:0051186,is_a
GO:0006744,GO:0042180,is_a
GO:0006744,GO:0009108,is_a
GO:0006744,GO:0006733,is_a
GO:0019362,GO:0046483,is_a
GO:0019362,GO:0034641,is_a
GO:0019362,GO:0006733,is_a
GO:0019362,GO:0009117,is_a
GO:0009398,GO:0009156,is_a
GO:0009398,GO:0009161,is_a
GO:0009398,GO:0042727,is_a
GO:0009398,GO:0009108,is_a
GO:0009398,GO:0006732,is_a
